Education,Seniority,Income
21.5862068965517,113.103448275862,99.9171726114381
18.2758620689655,119.310344827586,92.579134855529
12.0689655172414,100.689655172414,34.6787271520874
17.0344827586207,187.586206896552,78.7028062353695
19.9310344827586,20.0,68.0099216471551
18.2758620689655,26.2068965517241,71.5044853814318
19.9310344827586,150.344827586207,87.9704669939115
21.1724137931034,82.0689655172414,79.8110298331255
20.3448275862069,88.2758620689655,90.00632710858
10.0,113.103448275862,45.6555294997364
13.7241379310345,51.0344827586207,31.9138079371295
18.6896551724138,144.137931034483,96.2829968022869
11.6551724137931,20.0,27.9825049000603
16.6206896551724,94.4827586206897,66.601792415137
10.0,187.586206896552,41.5319924201478
20.3448275862069,94.4827586206897,89.00070081522
14.1379310344828,20.0,28.8163007592387
16.6206896551724,44.8275862068966,57.6816942573605
16.6206896551724,175.172413793103,70.1050960424457
20.3448275862069,187.586206896552,98.8340115435447
18.2758620689655,100.689655172414,74.7046991976891
14.551724137931,137.931034482759,53.5321056283034
17.448275862069,94.4827586206897,72.0789236655191
10.4137931034483,32.4137931034483,18.5706650327685
21.5862068965517,20.0,78.8057842852386
11.2413793103448,44.8275862068966,21.388561306174
19.9310344827586,168.965517241379,90.8140351180409
11.6551724137931,57.2413793103448,22.6361626208955
12.0689655172414,32.4137931034483,17.613593041445
17.0344827586207,106.896551724138,74.6109601985289
